Dmitry Ryabchuk,environment lead: Monsters Aliens Robots Zombies (1 episode 2022)
Maryam Salehi,i/o: MELS (1 episode 2022)
Rajvinder Sandhu,lighting artist: Monsters Aliens Robots Zombies (1 episode 2022)
Eric Sanford,creature lead: Monsters Aliens Robots Zombies (1 episode 2022)
Rohan Sapkal,junior roto artist: NetFX Mumbai (1 episode 2022)
Alexandre Savard-Boisvert,digital compositor (1 episode 2022)
Mark Schreiber,animator (1 episode 2022)
Aryan Sehgal,utility compositor (1 episode 2022)
Ronak Shah,fx lead: Monsters Aliens Robots Zombies (1 episode 2022)
Neelima Sharma,compositor: NetFX Mumbai (1 episode 2022)
Vishal Shitole,i/o coordinator: NetFX Mumbai (1 episode 2022)
Casey Sincic,visual effects producer: Monsters Aliens Robots Zombies (2 episodes 2022)
Lovelesh Singh,compositing artist: NetFX Mumbai (1 episode 2022)
Kalpana Mahapatro Siromani,art director & mattepainting lead (1 episode 2022)
Joseph Soloway,visual effects coordinator: VFX Legion (1 episode 2022)
Meredith Sproul,show coordinator: Monsters Aliens Robots Zombies (1 episode 2022)
Danny Testani,animation artist: Monsters Aliens Robots Zombies (1 episode 2022)
Ali Thaheem,creature artist: Monsters Aliens Robots Zombies (1 episode 2022)
Hyacinthe Thomas,i/o: MELS (1 episode 2022)
Phillip Thomas,animation artist: Monsters Aliens Robots Zombies (1 episode 2022)
Susana Vasquez,visual effects production coordinator: Take 5 VFX (2 episodes 2022)
Marcus Vinicius,i/o: MELS (1 episode 2022)
Louis Vottero,rigging lead: Monsters Aliens Robots Zombies (1 episode 2022)
Tina Vuu,visual effects coordinator: VFX Legion (1 episode 2022)
Tanja Wax,fx artist: Rocket Science VFX (1 episode 2022)
Christina Wise,head of studio: MELS (1 episode 2022)
Jill Wu,digital matte painter: Monsters Aliens Robots Zombies (1 episode 2022)
Alphonso Young,matte painter: Take 5 VFX (2 episodes 2022)
Refo Yovarda,visual effects production assistant: Stereo D (1 episode 2022)
Virpalsinh Zala,compositing artist: Monsters Aliens Robots Zombies (1 episode 2022)
Abin Abraham,assets lead: MPC (uncredited) (8 episodes 2022)
Adrian Bobb,creature artist (uncredited) (8 episodes 2022)
Eddie Bonin,visual effects executive: Netflix (uncredited) (8 episodes 2022)
R�mi Bruschini,pipeline td (uncredited) (8 episodes 2022)
Binod Kumar Das,asset supervisor: MPC (uncredited) (8 episodes 2022)
Tiago Foa,imaging engineer: Mr. X (uncredited) (8 episodes 2022)
Jaime Fok,visual effects editorial lead (uncredited) (8 episodes 2022)
J.P. Giamos,head of production: Rocket Science VFX (uncredited) (8 episodes 2022)
Martin Hesselink,Animation Supervisor (uncredited) (8 episodes 2022)
Rushikesh Chandrashekhar Kamble,3d digital matte painter (uncredited) (8 episodes 2022)
Daniel May,visual effects art direction (uncredited) (8 episodes 2022)
Rachad Meya,lighting supervisor (uncredited) (8 episodes 2022)
Shoupal Panda,texture & lookdev artist (uncredited) (8 episodes 2022)
Josephin Peichl,visual effects coordinator: Netflix (uncredited) (8 episodes 2022)
Rakesh,3d digital matte painter lead (uncredited) (8 episodes 2022)
Kim Rampaul,visual effects coordinator: Netflix (uncredited) (8 episodes 2022)
Saha Saikat,texturing & lookdev artist (uncredited) (7 episodes 2022)
Seema Schere,matte painter: Monsters Aliens Robots Zombies (uncredited) (8 episodes 2022)
Surajit Senapati,3d artist (uncredited) (8 episodes 2022)
Satyendra Sharma,compositor: MPC (uncredited) (8 episodes 2022)
Prathamesh Ashok Waykole,asset artist: MPC (uncredited) (8 episodes 2022)
Dean Wright,visual effects executive: MGM Television (uncredited) (8 episodes 2022)
Dylan Botnarenko,digital matte painter: MPC (uncredited) (6 episodes 2022)
Arjun Jasmeet Chawla,digital compositor: MPC (uncredited) (5 episodes 2022)
Dennis Tae Wook Kim,digital compositor (uncredited) (5 episodes 2022)
Hoss Ghaith,cg supervisor (uncredited) (3 episodes 2022)
Solyi Ha,compositor: Folks VFX (uncredited) (4 episodes 2022)
Caylee Han,compositor: Folks VFX (uncredited) (4 episodes 2022)
Krista Wettlaufer,digital artist (uncredited) (3 episodes 2022)
Christopher Lee Zammit,concept artist (uncredited) (4 episodes 2022)
Felipe Baldo,lighting artist: Folks VFX (uncredited) (3 episodes 2022)
Marc-Antoine Blais,digital compositor (uncredited) (2 episodes 2022)
Adrien Francomme,digital compositor (uncredited) (2 episodes 2022)
Eduardo Gon�alves,digital compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022)
Alexander Greenberg,senior compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022)
Prashant Jain,3d digital matte painter (uncredited) (3 episodes 2022)
Hossein Karamian,compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022)
Giuseppe Motta,creature supervisor (uncredited) (3 episodes 2022)
Chokkarapu Sai Pradeep,visual effects lighting artist (uncredited) (2 episodes 2022)
Pedro Roloff,digital compositor (uncredited) (2 episodes 2022)
Ilija Sazdovski,layout artist (uncredited) (3 episodes 2022)
Jason Schick,digital compositor (uncredited) (2 episodes 2022)
Christa Tazzeo,visual effects executive producer: Rocket Science VFX (uncredited) (3 episodes 2022)
Sekh Batul Ali,visual effects artist (uncredited) (1 episode 2022)
Luca Buonopane,key groom artist: MPC (uncredited) (1 episode 2022)
Julian Fadalti,layout artist (uncredited) (1 episode 2022)
Nitin Garg,senior lookdev artist: Folks VFX (uncredited) (1 episode 2022)
Avinash Kodali,lighting artist (uncredited) (1 episode 2022)
Genevieve Morneau,digital compositor: MELS (uncredited) (1 episode 2022)
Alex Park,matchmove artist: Folks VFX (uncredited) (1 episode 2022)
Evan Roberts,lighting artist (uncredited) (1 episode 2022)
Pavankumar Sagiraju,lighting artist (uncredited) (1 episode 2022)
Yulia Segura,compositor: Folks VFX (uncredited) (1 episode 2022)
Amarjit Singha,3d artist (uncredited) (1 episode 2022)
Brett Chan,stunt coordinator (8 episodes 2022)
Ionut Cotruta,stunt rigger (8 episodes 2022)
Jason Ng,assistant stunt coordinator / cover stunt coordinator (8 episodes 2022)
Jenny Umbhau,stunt double: Jenna Ortega (8 episodes 2022)
Fanel Ursu,stunt rigger (8 episodes 2022)
Andrei Vintileanu,stunt rigger (8 episodes 2022)
Daniel Visan,stunts (8 episodes 2022)
Nailah Johnson,stunt double: Joy Sunday / stunt performer (2 episodes 2022)
Kinga Kives,stunt performer (3 episodes 2022)
Alexandre Lopoka,stunt double: Tommie Earl Jenkins (2 episodes 2022)
Milena Brewster,stunt double: Johnna Dias-Watson (1 episode 2022)
Maxime Coulon,stunt double: Calum Ross (1 episode 2022)
Gabrielle Anne Desy,stunt double: Emma Myers (1 episode 2022)
Victoria Goodman,stunt performer (1 episode 2022)
Daniel Himschoot,stunt double: Percy White (1 episode 2022)
Matt Kennedy,stunt performer (1 episode 2022)
Kaanchana Kerr,stunt performer (2 episodes 2022)
Darlene Pineda,stunt performer (1 episode 2022)
Phedra Syndelle,stunt double: Joy Sunday (1 episode 2022)
Alexandra Vilcsek,stunt performer (1 episode 2022)
Don�t B�nkuti,digital imaging technician: second unit (8 episodes 2022)
Vlad Cioplea,still photographer (8 episodes 2022)
David Dorohoianu,second photography assistant (8 episodes 2022)
Omar Dughouz,second assistant camera: "a" camera (8 episodes 2022)
D�niel Farkas,digital imaging technician (8 episodes 2022)
Robert Fenichiu,electrician / lighting technician (8 episodes 2022)
Cristi Fratoaica,second assistant camera: second unit (8 episodes 2022)
Toni Ilinca,video operator (8 episodes 2022)
Ochiana Ionut,video assist operator (8 episodes 2022)
Andrei Karastanef,second assistant camera: "a" camera (8 episodes 2022)
Brad Larner,first assistant camera: "a" camera (8 episodes 2022)
Tudor Lucaciu,director of photography: second unit (8 episodes 2022)
Radu Marinescu,key grip (8 episodes 2022)
Florin Mihalache,gaffer (8 episodes 2022)
Mihai Adrian Olteanu,best boy electric (8 episodes 2022)
Andrei Petrescu,electrician (8 episodes 2022)
Liviu Pojoni Jr.,camera operator: "b" camera (8 episodes 2022)
Florea Andrei Stefan,dimmerboard operator/lighting console programmer (8 episodes 2022)
Viorel Stefan,crane operator (8 episodes 2022)
Adelina Vancea,camera trainee (8 episodes 2022)
Petre Victor,camera operator: "b" camera (8 episodes 2022)
Rob Arrowsmith,camera operator: "a" camera/steadicam operator main unit (4 episodes 2022)
Andrei Cretan,first assistant camera: "b" camera (4 episodes 2022)
Fabrizio Sciarra,camera operator: "a" camera/steadicam operator main unit (4 episodes 2022)
Boroka Biro,director of photography: epk (2 episodes 2022)
Valdas Gulbinauskas,video assistant: additional photography (2 episodes 2022)
Matei Popa,second assistant camera: second unit (2 episodes 2022)
S�ndor �rkus,data management technician (2 episodes 2022)
Cornel Biciu,underwater gaffer (1 episode 2022)
Neil Bradley,ronin 2 technician: additional photography (1 episode 2022)
Alexandru Durac,camera operator: "a" camera/steadicam operator (1 episode 2022)
Sarbu Gigi,key grip: second unit (1 episode 2022)
Ben Parish,underwater assistant camera (1 episode 2022)
Aurelian Radu,grip (2 episodes 2022)
Ian Seabrook,underwater director of photography (1 episode 2022)
Constantin Stan,second unit (1 episode 2022)
Alexandru Bogdan Stefan,crane technician (2 episodes 2022)
Bal�zs V�rszegi,data management technician (2 episodes 2022)
Jens Winkler,underwater assistant camera (1 episode 2022)
Catalin Popa,photography assistant (uncredited) (8 episodes 2022)
Peter Driscoll,key animator (1 episode 2022)
Whitney Strouth,animator (uncredited) (1 episode 2022)
Emily Bohbrink,casting associate (8 episodes 2022)
Sin�ad Donnelly,casting assistant: Jenna Ortega (8 episodes 2022)
Radu Dragoi,casting assistant (8 episodes 2022)
Frankie Fearis,casting assistant (8 episodes 2022)
Olissa Rogers,casting associate: Jenna Ortega (8 episodes 2022)
Chandra Ruegg,casting associate (8 episodes 2022)
Fiona Weir,casting: Jenna Ortega (8 episodes 2022)
Sarah Wilson,casting associate (8 episodes 2022)
Maddalena Zuppetta,casting assistant (8 episodes 2022)
George Ludlow,casting associate (3 episodes 2022)
Ioana Albaiu,wardrobe supervisor (8 episodes 2022)
Madalina Anton,breakdown artist (8 episodes 2022)
Mattia Bionda,principal costume cutter (8 episodes 2022)
Mariana Bujoi,costumer (8 episodes 2022)
Maria Ciucanu,wardrobe mistress (8 episodes 2022)
Ylenia Comerci,principal seamstress (8 episodes 2022)
Lavinia Dedu,set costumer (8 episodes 2022)
Constantinescu Denisa,wardrobe assistant (8 episodes 2022)
Andreea Dinu,principal standby (8 episodes 2022)
Maria Endara,senior costume maker (8 episodes 2022)
Cristina Ghergheli,set costumer (8 episodes 2022)
Megan Howell,senior costume maker (8 episodes 2022)
Daniela Ilin,set costumer (8 episodes 2022)
Benjamin Ip,costume concept artist (8 episodes 2022)
Ana Lazar,wardrobe assistant (8 episodes 2022)
Paula Lazaroni,breackdown artist (8 episodes 2022)
Twan Lentjes,principal costume maker (8 episodes 2022)
Ioana Mihailescu,wardrobe assistant / crowd standby costumer / crowd stand-by costumer (8 episodes 2022)
Alessio O'Driscoll,principle costume cutter (8 episodes 2022)
Ioana Somanescu,principal standby (8 episodes 2022)
Bobby Soutar,assistant costume designer (8 episodes 2022)
Mark Sutherland,costume co-designer (8 episodes 2022)
Beth Tilley,senior costume maker (8 episodes 2022)
Jess Willcock-Stow,junior assistant costume designer / junior assistant costume designerr (8 episodes 2022)
Elizabeta Zainea,wardrobe assistant (8 episodes 2022)
Marta Airoli,principal seamstress (5 episodes 2022)
Ian Frazer Wallace,principle cutter (5 episodes 2022)
Adina Bucur,costume supervisor (4 episodes 2022)
Claudia Littlefield,costume supervisor (3 episodes 2022)
Alina Caprian,additional costumer (1 episode 2022)
Madison D'Urbano,post-production assistant: Marc Graue Recording Studios (8 episodes 2022)
Bogdan Geambasu,dailies operator (8 episodes 2022)
Katherine Hul,post production supervisor (8 episodes 2022)
Razvan Ilinca,assistant editor (8 episodes 2022)
Tom Mayclim,data manager: Company 3 (8 episodes 2022)
Ian Passy,Color Assistant (8 episodes 2022)
Sebastian Plamadeala,dailies supervisor (8 episodes 2022)
Carmen Rizac,dailies coordinator (8 episodes 2022)
Joanne Rourke,senior colorist (7 episodes 2022)
Alexandru Stoica,dailies operator (8 episodes 2022)
Ian Sullivan,finishing accountant (8 episodes 2022)
Lavinia Terletchi,assistant editor (8 episodes 2022)
Viktorija Tupikaite,data i/o operator (8 episodes 2022)
Motassem Younes,on-line editor (8 episodes 2022)
Galina Chakarova,first assistant editor (4 episodes 2022)
Mihai Cosmin Popa,first assistant editor (4 episodes 2022)
Paul G. Day,additional editor (1 episode 2022)
Cristi Dogaru,assistant location manager (8 episodes 2022)
Calin Hagima,location manager (8 episodes 2022)
Tracey Savein,location scout (8 episodes 2022)
Alex Molea,supervising location manager (4 episodes 2022)
Mircea Paraschiv,location manager (4 episodes 2022)
Florin Patrascu,assistant location manager (4 episodes 2022)
Chris Bacon,composer: additional music (8 episodes 2022)
Sarah Chapeck,music coordinator (8 episodes 2022)
Norbert Elek,music preparation (8 episodes 2022)
Danny Elfman,theme music composer (8 episodes 2022)
Peter Kohrman,technical score engineer (8 episodes 2022)
Jen Malone,music supervisor (8 episodes 2022)
Mandy Mamlet,music executive (8 episodes 2022)
�lveti M�ty�s,cello solos by (8 episodes 2022)
Michael T. Ryan,music editor (8 episodes 2022)
B�lint Sapszon,contractor for Budapest Scoring (8 episodes 2022)
Viktor Szab�,recording engineer (8 episodes 2022)
Nicole Weisberg,music supervisor (8 episodes 2022)
Shachar Boussani,score mix assistant (6 episodes 2022)
Robert Litton,orchestrator (6 episodes 2022)
Noah Scot Snyder,music scoring mixer (6 episodes 2022)
Esin Aydingoz,arranger (3 episodes 2022)
Hemanth965,orchestrator: theme melody (3 episodes 2022)
Steve Bartek,orchestrator (2 episodes 2022)
Bence Bob�k,score engineer (2 episodes 2022)
David G. Russell,conforming (2 episodes 2022)
Greg Hayes,music scoring mixer (1 episode 2022)
Bri Holland,singer (1 episode 2022)
Alfredo Pasquel,score mix assistant (1 episode 2022)
Cristina B�lea,assistant script supervisor (8 episodes 2022)
Monica Tatu,script supervisor (8 episodes 2022)
Daniel Sipocz,service driver (8 episodes 2022)
Pal Szil�rd Levente,unit driver (8 episodes 2022)
Priscila Amescua-Mendez,Support to co executive producer (8 episodes 2022)
Dogaru Silviu Andrei,unit production assistant / unit set assistant (8 episodes 2022)
Aaron Becker,main title design (8 episodes 2022)
Gergo Benkoczy,dog trainer (8 episodes 2022)
Dascalu Bogdan,unit production assistant (8 episodes 2022)
Teo Bostanica,unit manager (8 episodes 2022)
Alexandra Cranga,petty cash accountant (8 episodes 2022)
Razvana Cristescu,first assistant accountant (8 episodes 2022)
Claudia Dediu,producer's assistant (8 episodes 2022)
Penny Dyer,dialect coach (8 episodes 2022)
Zoltan Horkai,head animal trainer (8 episodes 2022)
Ana Ineni,production secretary (8 episodes 2022)
Emanuel Gabriel Ion,testing coordinator assistant (8 episodes 2022)
Gavriloaia Irina,assistant contracts coordinator (8 episodes 2022)
Peter Ivanyi,head animal trainer (8 episodes 2022)
Austin Kircher,post-production accountant (8 episodes 2022)
Christopher Landry,epk host (8 episodes 2022)
Nelson Moses Lassiter,production administration assistant (8 episodes 2022)
Ioana Macarie,choreographer (8 episodes 2022)
Cosmin Manea,payroll accountant (8 episodes 2022)
Elle McAlpine,intimacy coordinator (8 episodes 2022)
Troy James Miller,titles producer: Filmograph (8 episodes 2022)
Dan Mirea,unit operations (8 episodes 2022)
Ioana Mititelu,assistant production coordinator (8 episodes 2022)
Kristine Popovici,office production assistant (8 episodes 2022)
Aurel Nicolae Radu,assistant accountant (8 episodes 2022)
Olesea Railean,production accountant (8 episodes 2022)
Adrian Sabau,production coordinator (8 episodes 2022)
Iulia Anamaria Sima,contracts coordinator (8 episodes 2022)
Daniela Soare,production assistant (8 episodes 2022)
Adam M. Stone,product placement coordinator (8 episodes 2022)
Cat Stone,product placement coordinator (8 episodes 2022)
Georgiana Tamaga,travel coordinator (8 episodes 2022)
Logi Thorvaldsson,actors assistant (8 episodes 2022)
Toria Turner,executive assistant (8 episodes 2022)
Tony Wright,international liaison (8 episodes 2022)
Bianca Bumbacea,basecamp runner (7 episodes 2022)
Lindsay Moffat,production accountant (4 episodes 2022)
Gunnar Sizemore,adr voice actor (4 episodes 2022)
Bacula Sorin,caterer (3 episodes 2022)
Monica Adam,petty cash (2 episodes 2022)
Liliana Chomsky,adr loop group (2 episodes 2022)
Vanessa Coffey,intimacy coordinator (2 episodes 2022)
Marius Florescu,covid supervisor (2 episodes 2022)
Marilyn Lindsay,prep accountant (2 episodes 2022)
Rhidian Bridge,covid supervisor (1 episode 2022)
Bianca Bumvacea,basecamp runner (1 episode 2022)
Luke Carroll,production secretary: additional photography (1 episode 2022)
Ahmed El-Gallad,writer (1 episode 2022)
Jorge Garcia Castro,consultant (1 episode 2022)
Adam Lannon,covid manager (1 episode 2022)
Sarah McGuinness,dialect coach: James Clay Caroline Lawrie (1 episode 2022)
Annabel Wilkin,first assistant accountant: UK (1 episode 2022)
Eugene Shawn,assistant (uncredited) (8 episodes 2022)
Ana Duarte,assistant to casting director (uncredited) (1 episode 2022)
Isaac Sunderland,covid coordinator (uncredited) (1 episode 2022)
132.Botnaru Alexie,figurant,
132.Stanescu Petre,figurant,
132.Bădărău Sebastian,figurant,
132.Brenduș Lidia,figurant,
132.Botnari Ghita,figurant,
132.Bîrloiu Diana,figurant,
132.Antal Manuel,figurant,
132.Bodescu Ioana,figurant,
132.Brumaru Basarab,figurant,
132.Baracci Marin,figurant,
132.Arnautu Bogdan,figurant,
132.Bazon Stefan,figurant,
132.Bozga Cristi,figurant,
132.Bolliac Gratiela,figurant,
132.Bereș Andreas,figurant,
132.Botean Oana,figurant,
132.Brumaru Basarab,figurant,
132.Bărboianu Liliana,figurant,
132.Borăscu Anton,figurant,
132.Averescu  Brandusa,figurant,
132.Brânzeu Stefan,figurant,
132.Andone Liviu,figurant,
132.Bărbulescu Benedict,figurant,
132.Bujo Dida,figurant,
132.Grigorescu George,figurant,
132.Anghelache Sorin,figurant,
132.Florescu Gabriel,figurant,
132.Bodescu Florentina,figurant,
132.Bucurescu Basarab,figurant,
132.Bărbuceanu Nectarie,figurant,
132.Bănulescu Stefan,figurant,
132.Bărboianu Grigore,figurant,
132.Bănică Ciprian,figurant,
132.Adoc Cazimir,figurant,
132.Bîrlea George,figurant,
132.Barbu Razvan,figurant,
132.Alexa  Ileana,figurant,
132.Avramescu Anisoara,figurant,
132.Brediceanu Marin,figurant,
132.Bogos Amalia,figurant,
132.Alifantis Eugen,figurant,
132.Argeșanu Andrei,figurant,
132.Adameșteanu Norbert,figurant,
132.Bordea Mihaela,figurant,
132.Botezan Gabriela,figurant,
132.Bacalbașa Emilian,figurant,
132.Angelescu Cornel,figurant,
132.Baconsky Geta,figurant,
132.Boștină Aurelia,figurant,
132.Băsescu  Pavel,figurant,
132.Băsescu  Alex,figurant,
132.Bodnăraș Andreas,figurant,
132.Valisescu Cristina,figurant,
132.Bujo Cristina,figurant,
132.Banciu  Florina,figurant,
132.Breban Benone,figurant,
132.Brătianu Denisa,figurant,
132.Almășan Toma,figurant,
132.Bazon Gabriel,figurant,
132.Baconsky Denis,figurant,
132.Brănescu Camelia,figurant,
132.Arnăutu Dragos,figurant,
132.Brateș Luca,figurant,
132.Bălan Laurentiu,figurant,
132.Botnari Gelu,figurant,
132.Basarabeanu Daniel,figurant,
132.Baconschi Felicia,figurant,
132.Băloșescu Calin,figurant,
132.Baconsky Gratiela,figurant,
132.Valisescu Mihai,figurant,
132.Bârsănescu Andrei,figurant,
132.Borcea Adelin,figurant,
132.Bârcă Amalia,figurant,
132.Negoita Geta,figurant,
132.Brănescu Liliana,figurant,
132.Adamescu Ion,figurant,
132.Bârcă Filoftea,figurant,
132.Bărboianu Daniel,figurant,
132.Balauru Manuel,figurant,
132.Balanici Andrei,figurant,
132.Angelescu Barbu,figurant,
132.Buhagiar Razvan,figurant,
132.Brașoveanu Iurie,figurant,
132.Bentoiu Daniel,figurant,
132.Bozga Gratiela,figurant,
132.Bogos Aurelia,figurant,
132.Bujo Aurelia,figurant,
132.Băloșescu Luminita,figurant,
132.Agîrbiceanu Aurelia,figurant,
132.Basarabeanu Nicolae,figurant,
132.Apostol Ana,figurant,
132.Bădărău Lazar,figurant,
132.Avramescu Cezar,figurant,
132.Boteanu Marian,figurant,
132.Adameșteanu Filip,figurant,
132.Bibescu Emilian,figurant,
132.Bozgă Vasile,figurant,
132.Angelescu Benone,figurant,
132.Adamache Emilian,figurant,
132.Arnăutu Matei,figurant,
132.Antal Luca,figurant,
132.Bega  Gelu,figurant,
132.Brediceanu Aurelia,figurant,
132.Bădulescu Diana,figurant,
132.Brănescu Emilian,figurant,
132.Berindei  Anca,figurant,
132.Brânzeu Alexie,figurant,
132.Bătrîneanu Andreea,figurant,
132.Antonescu Mihai,figurant,
132.Athanasiu Felicia,figurant,
132.Brediceanu Florina,figurant,
132.Argetoianu Norbert,figurant,
132.Baciu Anisoara,figurant,
132.Botezan Teodosie,figurant,
132.Grigorescu Flavia,figurant,
132.Berindei  Felicia,figurant,
132.Anghel Leon,figurant,
132.Botnaru Paul,figurant,
132.Athanasiu Augustina,figurant,
132.Bozga Ana,figurant,
132.Botezan Ilarie,figurant,
132.Bercea Anisoara,figurant,
132.Breban Vasile,figurant,
132.Apostol Laurentiu,figurant,
132.Brătescu Anica,figurant,
132.Alexi Adelin,figurant,
132.Ardelean Cezar,figurant,
132.Anghelescu Maria,figurant,
132.Bejenaru Liviu,figurant,
132.Blaga  Pavel,figurant,
132.Basarabeanu Ioan,figurant,
132.Antonescu Constanta,figurant,
132.Bichineț Bujor,figurant,
132.Antal Adrian,figurant,
132.Budeanu Mariana,figurant,
132.Băsescu  Grigore,figurant,
132.Brediceanu Cornel,figurant,
132.Botnari Cecilia,figurant,
132.Adameșteanu Denisa,figurant,
132.Athanasiu Luiza,figurant,
132.Athanasiu Liviu,figurant,
132.Bălțat Diana,figurant,
132.Ardelean Martin,figurant,
132.Brătianu Felix,figurant,
132.Valisescu Petre,figurant,
132.Brânzeu Leon,figurant,
132.Popescu Lazar,figurant,
132.Berghianu Laur,figurant,
132.Brânzan Anghel,figurant,
132.Bălăceanu Cosmin,figurant,
132.Arnăuțoiu Luca,figurant,
132.Budeanu Oana,figurant,
132.Brâncoveanu  Eduard,figurant,
132.Baghiu Anisoara,figurant,
132.Anghelescu David,figurant,
132.Antonescu Constantin,figurant,
132.Brașoveanu Antonia,figurant,
132.Andone Antoaneta,figurant,
132.Bibescu Arsenie,figurant,
132.Bizău Elena,figurant,
132.Alexandrescu Norbert,figurant,
132.Averescu  Dionisie,figurant,
132.Baconsky Laurentiu,figurant,
132.Aldulescu Craciun,figurant,
132.Apetrei Irina,figurant,
132.Balanici Dan,figurant,
132.Amânar Stefan,figurant,
132.Bănățeanu Aniela,figurant,
132.Angelescu Barbu,figurant,
132.Arnăutu Sorina,figurant,
132.Antoci Dimitrie,figurant,
132.Dumitrescu Ileana,figurant,
132.Beclean  Filoftea,figurant,
132.Brînzan Felicia,figurant,
132.Broșteanu Calin,figurant,
132.Baconschi Laurentiu,figurant,
132.Brătianu Adelin,figurant,
132.Bădulescu Denisa,figurant,
132.Baconsky Anghel,figurant,
132.Braghiș Anghel,figurant,
132.Bodnăraș Cosmin,figurant,
132.Bozgă Raluca,figurant,
132.Bibescu George,figurant,
132.Armășescu Eduard,figurant,
132.Bosînceanu Ciprian,figurant,
132.Bujo Anton,figurant,
132.Barzin Iosif,figurant,
132.Boteanu Costel,figurant,
132.Brânzeu David,figurant,
132.Florescu Sebastian,figurant,
132.Bodnăraș Lidia,figurant,
132.Baracci Gheorghe,figurant,
132.Bănică Iosif,figurant,
132.Becali Ionuț,figurant,
132.Bodiul Ilie,figurant,
132.Bosînceanu Dochia,figurant,
132.Georgescu Benone,figurant,
132.Bodiul Matei,figurant,
132.Apostoleanu Constanta,figurant,
132.Armășescu Fanurie,figurant,
132.Buhuș Pavel,figurant,
132.Balanici Benone,figurant,
132.Bercu David,figurant,
132.Armășescu Lucretiu,figurant,
132.Asachi Aurica,figurant,
132.Stanescu Cosmin,figurant,
132.Albulescu Anca,figurant,
132.Baconski  Ileana,figurant,
132.Baconsky Iustin,figurant,
132.Adameșteanu Denis,figurant,
132.Bîrloiu Marius,figurant,
132.Băsescu  Apostol,figurant,
132.Braghiș Adam,figurant,
132.Botnaru Alex,figurant,
132.Buhuș Gratiela,figurant,
132.Bârloiu Magdalena,figurant,
132.Bordea Anisoara,figurant,
132.Almășan Teodor,figurant,
132.Barcianu  Decebal,figurant,
132.Arnăutu Benedict,figurant,
132.Bărbuceanu Aurica,figurant,
132.Bălănescu Doina,figurant,
132.Almaș Bujor,figurant,
132.Bătrîneanu Petre,figurant,
132.Barzin Angelica,figurant,
132.Belimace Aniela,figurant,
132.Bozga Matei,figurant,
132.Asachi Dochia,figurant,
132.Bozga Georgeta,figurant,
132.Bănulescu Bujor,figurant,
132.Brudașcu Oscar,figurant,
132.Bărboianu Geanina,figurant,
132.Bârlădeanu Luchian,figurant,
132.Bârloiu Decebal,figurant,
132.Borăscu Andreea,figurant,
132.Băsescu  Ioachim,figurant,
132.Botnari Valeriu,figurant,
132.Andronic Dumitru,figurant,
132.Bîrloiu Sebastian,figurant,
132.Andreoiu Adrian,figurant,
132.Bizău Gabriela,figurant,
132.Albulescu Benone,figurant,
132.Bădărău Eugenia,figurant,
132.Bratu Dumitru,figurant,
132.Apostu Valeriu,figurant,
132.Bîrloiu Andreea,figurant,
132.Ionescu Gabriel,figurant,
132.Argeșanu Gheorghe,figurant,
132.Barbu Amalia,figurant,
132.Buhagiar Costel,figurant,
132.Ardeleanu David,figurant,
132.Bozgă Cristofor,figurant,
132.Athanasiu Teodosie,figurant,
132.Bonciu Dan,figurant,
132.Alexa  Adrian,figurant,
132.Brezeanu Valentin,figurant,
132.Bănică Gratiela,figurant,
132.Negoita Zahari,figurant,
132.Aman Ionuț,figurant,
132.Grigorescu Sorina,figurant,
132.Buhuș Florica,figurant,
132.Bujo Anisoara,figurant,
132.Bechet  Madalin,figurant,
132.Brâncuși  Laur,figurant,
132.Balanici Ilarie,figurant,
132.Athanasiu Grigore,figurant,
132.Agaparian Manole,figurant,
132.Alexe Anica,figurant,
132.Băsescu  Anca,figurant,
132.Alexe Flavia,figurant,
132.Andronic Lucretiu,figurant,
132.Brătescu Eusebiu,figurant,
132.Boteanu Damian,figurant,
132.Almășan Benjamin,figurant,
132.Băsescu  Matei,figurant,
132.Bănățeanu Eduard,figurant,
132.Argeșanu Brandusa,figurant,
132.Brătescu Anisoara,figurant,
132.Anghelache Camelia,figurant,
132.Brumaru Martin,figurant,
132.Popescu Iurie,figurant,
132.Andronic Laur,figurant,
132.Aldulescu Aniela,figurant,
132.Antoci Ancuta,figurant,
132.Bega  Anisoara,figurant,
132.Bălan Anghel,figurant,
132.Aldulescu Spiridon,figurant,
132.Botezan Vasile,figurant,
132.Breban Angelica,figurant,
132.Apostoleanu Benone,figurant,
132.Basarabeanu Denis,figurant,
132.Baconsky Ioana,figurant,
132.Boteanu Basarab,figurant,
132.Stanescu Ghita,figurant,
132.Adamache Efrem,figurant,
132.Bîrloiu Apostol,figurant,
132.Apostoleanu Anton,figurant,
132.Brateș Felix,figurant,
132.Brenduș Filip,figurant,
132.Băloșescu Cazimir,figurant,
132.Aman Augustina,figurant,
132.Besoiu Cecilia,figurant,
132.Botezan Alin,figurant,
132.Bechet  Bartolomeu,figurant,
132.Alifantis Dan,figurant,
132.Bazon Stefan,figurant,
132.Brateș Adam,figurant,
132.Almășan Aurora,figurant,
132.Andreoiu Andreea,figurant,
132.Brediceanu Gheorghe,figurant,
132.Botnaru Anca,figurant,
132.Popescu Ioachim,figurant,
